GEOTYPE|ST|COUNTY|PLACE|CONSCITY|CSA|MSA|MD|GEOCOMP|GEO_ID|GEO_TTL|SECTOR|NAICS2017|NAICS2017_TTL|NAICS2017_F|GEO_ID_F|YEAR|FIRM|FIRM_F|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F|RCPTOT_IMP|RCPTOT_IMP_F|PAYANN_IMP|PAYANN_IMP_F|EMP_IMP|EMP_IMP_F
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72|Accommodation and food services|||2017|22369||29025||35314396||10188465||2375269||536245||0|2|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721|Accommodation|||2017|1458||1773||7336512||1837703||408182||57774||0|2|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|7211|Traveler accommodation|||2017|1240||1538||7176361||1806216||401456||56547||0|2|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|1189||1485||6508941||1672076||367507||52760||0|3|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|1189||1485||6508941||1672076||367507||52760||0|3|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72112|Casino hotels|||2017|5||6||645624||129138||32948||3560||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721120|Casino hotels|||2017|5||6||645624||129138||32948||3560||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72119|Other traveler accommodation|||2017|47||47||21796||5002||1001||227||0|2|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721191|Bed-and-breakfast inns|||2017|28||28||5244||933||186||57||0|0|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721199|All other traveler accommodation|||2017|19||19||16552||4069||815||170||0|2|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|7212|RV (recreational vehicle) parks and recreational camps|||2017|129||134||67418||16282||2754||554||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72121|RV (recreational vehicle) parks and recreational camps|||2017|129||134||67418||16282||2754||554||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721211|RV (recreational vehicle) parks and campgrounds|||2017|70||71||30314||6163||1008||191||0|2|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721214|Recreational and vacation camps (except campgrounds)|||2017|59||63||37104||10119||1746||363||0|0|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|7213|Rooming and boarding houses, dormitories, and workers' camps|||2017|91||101||92733||15205||3972||673||0|2|0|0|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72131|Rooming and boarding houses, dormitories, and workers' camps|||2017|91||101||92733||15205||3972||673||0|2|0|0|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|721310|Rooming and boarding houses, dormitories, and workers' camps|||2017|91||101||92733||15205||3972||673||0|2|0|0|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722|Food services and drinking places|||2017|20924||27252||27977884||8350762||1967087||478471||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|7223|Special food services|||2017|764||1944||3120084||1007845||228578||44198||0|2|0|2|0|2
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72231|Food service contractors|||2017|165||1329||2516303||816739||189701||34424||0|3|0|2|0|3
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722310|Food service contractors|||2017|165||1329||2516303||816739||189701||34424||0|3|0|2|0|3
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72232|Caterers|||2017|493||502||573204||183934||37474||9389||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722320|Caterers|||2017|493||502||573204||183934||37474||9389||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72233|Mobile food services|||2017|111||113||30577||7172||1403||385||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722330|Mobile food services|||2017|111||113||30577||7172||1403||385||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|2684||2718||1260576||327762||76488||20964||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|2684||2718||1260576||327762||76488||20964||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|2684||2718||1260576||327762||76488||20964||0|1|0|0|0|0
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|7225|Restaurants and other eating places|||2017|17499||22590||23597224||7015155||1662021||413309||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|72251|Restaurants and other eating places|||2017|17499||22590||23597224||7015155||1662021||413309||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722511|Full-service restaurants|||2017|8672||9783||11911653||4011536||950245||209270||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722513|Limited-service restaurants|||2017|7271||10582||10158743||2621298||627050||179224||0|1|0|1|0|1
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722514|Cafeterias, grill buffets, and buffets|||2017|124||140||136343||32009||8016||2319||0|1|0|2|0|2
2|17|0|0||0|0|0|0|0400000US17|Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|1472||2085||1390485||350312||76710||22496||0|4|0|4|0|4
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|j|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72111|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|721110|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72119|Other traveler accommodation|||2017|0|D|0|D|0|D|473||0|D|0|b|0|D|0|0|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|721191|Bed-and-breakfast inns|||2017|0|D|0|D|0|D|89||0|D|0|a|0|D|0|0|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|721199|All other traveler accommodation|||2017|0|D|0|D|0|D|384||0|D|0|b|0|D|0|0|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|7212|RV (recreational vehicle) parks and recreational camps|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72121|RV (recreational vehicle) parks and recreational camps|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|721211|RV (recreational vehicle) parks and campgrounds|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|721214|Recreational and vacation camps (except campgrounds)|||2017|12||12||7563||2275||368||76||0|0|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722|Food services and drinking places|||2017|998||1108||570349||158141||36900||13409||0|1|0|0|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|7223|Special food services|||2017|23||40||13455||4825||1147||236||0|0|0|2|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72231|Food service contractors|||2017|8||25||11675||4419||1066||186||0|0|0|2|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722310|Food service contractors|||2017|8||25||11675||4419||1066||186||0|0|0|2|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72232|Caterers|||2017|10||10||953||258||38||16||0|3|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722320|Caterers|||2017|10||10||953||258||38||16||0|3|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72233|Mobile food services|||2017|5||5||827||148||43||34||0|2|0|0|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722330|Mobile food services|||2017|5||5||827||148||43||34||0|2|0|0|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|7224|Drinking places (alcoholic beverages)|||2017|208||215||39962||8086||1778||763||0|2|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72241|Drinking places (alcoholic beverages)|||2017|208||215||39962||8086||1778||763||0|2|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722410|Drinking places (alcoholic beverages)|||2017|208||215||39962||8086||1778||763||0|2|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|7225|Restaurants and other eating places|||2017|767||853||516932||145230||33975||12410||0|1|0|0|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|72251|Restaurants and other eating places|||2017|767||853||516932||145230||33975||12410||0|1|0|0|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722511|Full-service restaurants|||2017|433||450||192271||59131||13878||4832||0|1|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722513|Limited-service restaurants|||2017|287||355||314970||83489||19569||7314||0|1|0|1|0|1
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722514|Cafeterias, grill buffets, and buffets|||2017|7||7||2889||739||166||68||0|1|0|0|0|0
2|17|0|0||999|99999|99999|G0|04000G0US17|Illinois -- Not in metropolitan or micropolitan statistical area|72|722515|Snack and nonalcoholic beverage bars|||2017|41||41||6802||1871||362||196||0|3|0|0|0|3
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|h|0|D|0|D|0|D
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|7212|RV (recreational vehicle) parks and recreational camps|||2017|4||4||614||100||2||2||0|0|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|72121|RV (recreational vehicle) parks and recreational camps|||2017|4||4||614||100||2||2||0|0|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|722|Food services and drinking places|||2017|123||133||105475||31170||7507||2406||0|0|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|7223|Special food services|||2017|4||4||5871||1972||447||104||0|0|0|2|0|2
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|28||28||5410||1223||266||103||0|1|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|28||28||5410||1223||266||103||0|1|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|28||28||5410||1223||266||103||0|1|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|7225|Restaurants and other eating places|||2017|91||101||94194||27975||6794||2199||0|0|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|72251|Restaurants and other eating places|||2017|91||101||94194||27975||6794||2199||0|0|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|722511|Full-service restaurants|||2017|51||51||46417||15204||3727||1134||0|1|0|0|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|722513|Limited-service restaurants|||2017|31||39||41296||10996||2696||948||0|0|0|1|0|0
3|17|1|0||448|39500|99999|0|0500000US17001|Adams County, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|3|0||164|16020|99999|0|0500000US17003|Alexander County, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|3|0||164|16020|99999|0|0500000US17003|Alexander County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|3|0||164|16020|99999|0|0500000US17003|Alexander County, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|3|0||164|16020|99999|0|0500000US17003|Alexander County, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|3|0||164|16020|99999|0|0500000US17003|Alexander County, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|72|Accommodation and food services|||2017|35||35||17678||4585||975||386||0|1|0|0|0|0
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|5||5||2410||424||87||31||0|0|0|0|0|0
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|5||5||2410||424||87||31||0|0|0|0|0|0
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|5||5||462||86||23||9||0|1|0|0|0|2
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|5||5||462||86||23||9||0|1|0|0|0|2
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|5||5||462||86||23||9||0|1|0|0|0|2
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|7225|Restaurants and other eating places|||2017|21||21||11896||3360||744||301||0|0|0|0|0|0
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|72251|Restaurants and other eating places|||2017|21||21||11896||3360||744||301||0|0|0|0|0|0
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
3|17|5|0||476|41180|99999|0|0500000US17005|Bond County, Illinois|72|722513|Limited-service restaurants|||2017|9||9||8128||2229||497||176||0|0|0|0|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|72|Accommodation and food services|||2017|62||64||46249||11568||2665||932||0|1|0|1|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|721|Accommodation|||2017|3||3||1557||189||21||4||0|8|0|6|0|7
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|722|Food services and drinking places|||2017|59||61||44692||11379||2644||928||0|0|0|1|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|7223|Special food services|||2017|4||5||3417||1115||279||84||0|2|0|2|0|1
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|72231|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|722310|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|8||8||2439||530||132||44||0|3|0|0|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|8||8||2439||530||132||44||0|3|0|0|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|8||8||2439||530||132||44||0|3|0|0|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|7225|Restaurants and other eating places|||2017|47||48||38836||9734||2233||800||0|0|0|1|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|72251|Restaurants and other eating places|||2017|47||48||38836||9734||2233||800||0|0|0|1|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|722511|Full-service restaurants|||2017|16||16||8072||2034||475||148||0|1|0|2|0|2
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|722513|Limited-service restaurants|||2017|25||26||28427||7135||1591||616||0|0|0|0|0|0
3|17|7|0||466|40420|99999|0|0500000US17007|Boone County, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|6||6||2337||565||167||36||0|4|0|5|0|5
3|17|9|0||999|99999|99999|0|0500000US17009|Brown County, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|9|0||999|99999|99999|0|0500000US17009|Brown County, Illinois|72|722|Food services and drinking places|||2017|7||7||3632||1000||230||75||0|0|0|0|0|0
3|17|9|0||999|99999|99999|0|0500000US17009|Brown County, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|9|0||999|99999|99999|0|0500000US17009|Brown County, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|9|0||999|99999|99999|0|0500000US17009|Brown County, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|765||0|D|0|b|0|D|0|0|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|72|Accommodation and food services|||2017|72||73||33454||9059||2056||727||0|1|0|0|0|0
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|721|Accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|7211|Traveler accommodation|||2017|5||5||2820||540||123||41||0|0|0|0|0|0
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|5||5||2820||540||123||41||0|0|0|0|0|0
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|5||5||2820||540||123||41||0|0|0|0|0|0
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|7223|Special food services|||2017|4||4||646||254||56||9||0|0|0|0|0|0
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|f|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|722511|Full-service restaurants|||2017|27||27||13215||4078||1016||347||0|1|0|0|0|1
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
3|17|11|0||176|36860|99999|0|0500000US17011|Bureau County, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|7225|Restaurants and other eating places|||2017|10||10||3591||1025||229||96||0|0|0|0|0|0
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|72251|Restaurants and other eating places|||2017|10||10||3591||1025||229||96||0|0|0|0|0|0
3|17|13|0||476|41180|99999|0|0500000US17013|Calhoun County, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|72|Accommodation and food services|||2017|41||41||20934||3937||782||302||0|0|0|0|0|0
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|721|Accommodation|||2017|8||8||7219||857||154||69||0|0|0|0|0|0
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|7211|Traveler accommodation|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|5||5||5558||0|D|0|D|0|b|0|0|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|5||5||5558||0|D|0|D|0|b|0|0|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|722|Food services and drinking places|||2017|33||33||13715||3080||628||233||0|1|0|0|0|0
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|7225|Restaurants and other eating places|||2017|23||23||12387||2848||581||212||0|1|0|0|0|0
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|72251|Restaurants and other eating places|||2017|23||23||12387||2848||581||212||0|1|0|0|0|0
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
3|17|15|0||999|99999|99999|0|0500000US17015|Carroll County, Illinois|72|722513|Limited-service restaurants|||2017|9||9||7792||1598||369||113||0|0|0|0|0|0
3|17|17|0||999|99999|99999|0|0500000US17017|Cass County, Illinois|72|72|Accommodation and food services|||2017|32||32||10812||3067||716||256||0|1|0|1|0|1
3|17|17|0||999|99999|99999|0|0500000US17017|Cass County, Illinois|72|721|Accommodation|||2017|3||3||251||0|D|0|D|0|a|0|5|0|D|0|D
3|17|17|0||999|99999|99999|0|0500000US17017|Cass County, Illinois|72|7211|Traveler accommodation|||2017|3||3||251||0|D|0|D|0|a|0|5|0|D|0|D
3|17|17|0||999|99999|99999|0|0500000US17017|Cass County, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|3||3||251||0|D|0|D|0|a|0|5|0|D|0|D
