GEOTYPE|ST|COUNTY|PLACE|CONSCITY|CSA|MSA|MD|GEOCOMP|GEO_ID|GEO_TTL|SECTOR|NAICS2017|NAICS2017_TTL|NAICS2017_F|GEO_ID_F|YEAR|FIRM|FIRM_F|ESTAB|ESTAB_F|RCPTOT|RCPTOT_F|PAYANN|PAYANN_F|PAYQTR1|PAYQTR1_F|EMP|EMP_F|RCPTOT_IMP|RCPTOT_IMP_F|PAYANN_IMP|PAYANN_IMP_F|EMP_IMP|EMP_IMP_F
5|17|0|57472||0|0|99999|0|E600000US1700057472|Pana city, Illinois|72|722513|Limited-service restaurants|||2017|5||5||4623||1195||302||102||0|0|0|0|0|0
5|17|0|57732||176|16980|16974|0|E600000US1700057732|Park Forest village, Illinois|72|72|Accommodation and food services|||2017|8||8||3402||703||184||49||0|1|0|0|0|0
5|17|0|57732||176|16980|16974|0|E600000US1700057732|Park Forest village, Illinois|72|722|Food services and drinking places|||2017|8||8||3402||703||184||49||0|1|0|0|0|0
5|17|0|57732||176|16980|16974|0|E600000US1700057732|Park Forest village, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|57732||176|16980|16974|0|E600000US1700057732|Park Forest village, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|57732||176|16980|16974|0|E600000US1700057732|Park Forest village, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|72|Accommodation and food services|||2017|67||71||57802||16687||4016||1275||0|2|0|1|0|3
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|721|Accommodation|||2017|6||6||3749||610||129||47||0|0|0|0|0|1
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|7211|Traveler accommodation|||2017|6||6||3749||610||129||47||0|0|0|0|0|1
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|6||6||3749||610||129||47||0|0|0|0|0|1
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|6||6||3749||610||129||47||0|0|0|0|0|1
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|722|Food services and drinking places|||2017|61||65||54053||16077||3887||1228||0|2|0|1|0|3
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|7225|Restaurants and other eating places|||2017|51||55||48809||13970||3384||1147||0|2|0|2|0|3
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|72251|Restaurants and other eating places|||2017|51||55||48809||13970||3384||1147||0|2|0|2|0|3
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|722511|Full-service restaurants|||2017|18||18||16050||5430||1310||405||0|3|0|2|0|5
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|722513|Limited-service restaurants|||2017|29||33||30377||7877||1935||704||0|1|0|1|0|2
5|17|0|58447||427|37900|99999|0|E600000US1700058447|Pekin city, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|72|Accommodation and food services|||2017|23||23||17678||5798||1400||418||0|0|0|0|0|0
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|722|Food services and drinking places|||2017|23||23||17678||5798||1400||418||0|0|0|0|0|0
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|7225|Restaurants and other eating places|||2017|18||18||16110||5509||1312||393||0|0|0|0|0|0
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|72251|Restaurants and other eating places|||2017|18||18||16110||5509||1312||393||0|0|0|0|0|0
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|722511|Full-service restaurants|||2017|13||13||11908||4424||1044||309||0|0|0|0|0|0
5|17|0|59026||427|37900|99999|0|E600000US1700059026|Peoria Heights village, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|72|Accommodation and food services|||2017|55||56||54915||16153||3815||1149||0|1|0|0|0|1
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|721|Accommodation|||2017|5||5||8170||1458||301||87||0|1|0|2|0|2
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|7211|Traveler accommodation|||2017|5||5||8170||1458||301||87||0|1|0|2|0|2
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|5||5||8170||1458||301||87||0|1|0|2|0|2
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|5||5||8170||1458||301||87||0|1|0|2|0|2
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|722|Food services and drinking places|||2017|50||51||46745||14695||3514||1062||0|1|0|0|0|1
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|7225|Restaurants and other eating places|||2017|41||42||43838||13797||3316||1020||0|1|0|0|0|1
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|72251|Restaurants and other eating places|||2017|41||42||43838||13797||3316||1020||0|1|0|0|0|1
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|722511|Full-service restaurants|||2017|23||23||23279||8317||2059||569||0|0|0|0|0|1
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|722513|Limited-service restaurants|||2017|13||14||17872||4812||1100||412||0|1|0|0|0|1
5|17|0|59234||176|36860|99999|0|E600000US1700059234|Peru city, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|722|Food services and drinking places|||2017|99||103||96883||28438||6710||2050||0|1|0|1|0|1
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|7223|Special food services|||2017|6||6||6638||2916||674||113||0|0|0|0|0|0
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|72231|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|722310|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|3||3||1139||177||47||13||0|3|0|0|0|0
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|3||3||1139||177||47||13||0|3|0|0|0|0
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|3||3||1139||177||47||13||0|3|0|0|0|0
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|7225|Restaurants and other eating places|||2017|90||94||89106||25345||5989||1924||0|1|0|1|0|1
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|72251|Restaurants and other eating places|||2017|90||94||89106||25345||5989||1924||0|1|0|1|0|1
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|722511|Full-service restaurants|||2017|38||38||41220||13587||3154||1003||0|1|0|0|0|1
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|722513|Limited-service restaurants|||2017|36||39||33817||8788||2107||686||0|1|0|2|0|1
5|17|0|60287||176|16980|16974|0|E600000US1700060287|Plainfield village, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|72|Accommodation and food services|||2017|31||31||23963||5711||1366||505||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|721|Accommodation|||2017|4||4||5024||860||198||78||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|7211|Traveler accommodation|||2017|4||4||5024||860||198||78||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|4||4||5024||860||198||78||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|4||4||5024||860||198||78||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|722|Food services and drinking places|||2017|27||27||18939||4851||1168||427||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|7225|Restaurants and other eating places|||2017|24||24||18306||4704||1131||414||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|72251|Restaurants and other eating places|||2017|24||24||18306||4704||1131||414||0|0|0|0|0|0
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|0|64746||0|0|99999|0|E600000US1700064746|Rochelle city, Illinois|72|722513|Limited-service restaurants|||2017|11||11||10808||2812||667||248||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|72|Accommodation and food services|||2017|278||342||409849||123091||29763||7811||0|1|0|1|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|721|Accommodation|||2017|20||23||52865||9777||2256||527||0|3|0|0|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|7211|Traveler accommodation|||2017|20||23||52865||9777||2256||527||0|3|0|0|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|20||23||52865||9777||2256||527||0|3|0|0|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|20||23||52865||9777||2256||527||0|3|0|0|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722|Food services and drinking places|||2017|258||319||356984||113314||27507||7284||0|1|0|1|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|7223|Special food services|||2017|10||18||23824||9153||2155||444||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|72231|Food service contractors|||2017|4||12||16015||6184||1446||291||0|0|0|1|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722310|Food service contractors|||2017|4||12||16015||6184||1446||291||0|0|0|1|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|72232|Caterers|||2017|6||6||7809||2969||709||153||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722320|Caterers|||2017|6||6||7809||2969||709||153||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|25||25||8087||2044||516||133||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|25||25||8087||2044||516||133||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|25||25||8087||2044||516||133||0|0|0|0|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|7225|Restaurants and other eating places|||2017|224||276||325073||102117||24836||6707||0|1|0|1|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|72251|Restaurants and other eating places|||2017|224||276||325073||102117||24836||6707||0|1|0|1|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722511|Full-service restaurants|||2017|120||126||153381||57049||13927||3301||0|1|0|0|0|1
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722513|Limited-service restaurants|||2017|90||132||159710||42175||10263||3174||0|0|0|2|0|0
5|17|0|65000||466|0|99999|0|E600000US1700065000|Rockford city, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|0|D|0|D|0|g|0|D|0|D|0|D
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|722|Food services and drinking places|||2017|51||53||36160||16926||4059||1028||0|1|0|0|0|0
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|7223|Special food services|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|7225|Restaurants and other eating places|||2017|46||46||32465||16082||3873||979||0|1|0|0|0|0
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|72251|Restaurants and other eating places|||2017|46||46||32465||16082||3873||979||0|1|0|0|0|0
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|722511|Full-service restaurants|||2017|18||18||17362||0|D|0|D|0|e|0|1|0|D|0|D
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|722513|Limited-service restaurants|||2017|25||25||12012||9998||2495||636||0|0|0|0|0|0
5|17|0|65806||176|16980|16974|0|E600000US1700065806|Roselle village, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|3||3||3091||0|D|0|D|0|b|0|6|0|D|0|D
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|72|Accommodation and food services|||2017|130||133||257979||67715||15730||3305||0|4|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|721|Accommodation|||2017|15||15||130098||27667||6370||927||0|8|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|7211|Traveler accommodation|||2017|15||15||130098||27667||6370||927||0|8|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|15||15||130098||27667||6370||927||0|8|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|15||15||130098||27667||6370||927||0|8|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|722|Food services and drinking places|||2017|115||118||127881||40048||9360||2378||0|1|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|7223|Special food services|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|7225|Restaurants and other eating places|||2017|106||109||120524||37172||8733||2275||0|1|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|72251|Restaurants and other eating places|||2017|106||109||120524||37172||8733||2275||0|1|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|722511|Full-service restaurants|||2017|60||61||70011||25235||6018||1495||0|1|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|722513|Limited-service restaurants|||2017|40||41||46771||11019||2532||690||0|1|0|0|0|0
5|17|0|66703||176|16980|0|0|E600000US1700066703|St. Charles city, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|6||7||3742||918||183||90||0|7|0|6|0|4
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|72|Accommodation and food services|||2017|0|D|0|D|0|D|2977||0|D|0|c|0|D|0|0|0|D
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|722|Food services and drinking places|||2017|0|D|0|D|0|D|0|D|0|D|0|c|0|D|0|D|0|D
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|7225|Restaurants and other eating places|||2017|14||14||10077||2338||540||175||0|2|0|1|0|1
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|72251|Restaurants and other eating places|||2017|14||14||10077||2338||540||175||0|2|0|1|0|1
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|722511|Full-service restaurants|||2017|8||8||2529||621||135||45||0|5|0|0|0|0
5|17|0|67548||176|16980|0|0|E600000US1700067548|Sandwich city, Illinois|72|722513|Limited-service restaurants|||2017|6||6||7548||1717||405||130||0|1|0|1|0|1
5|17|0|67769||176|16980|16974|0|E600000US1700067769|Sauk Village village, Illinois|72|72|Accommodation and food services|||2017|8||8||9228||1995||427||190||0|0|0|0|0|0
5|17|0|67769||176|16980|16974|0|E600000US1700067769|Sauk Village village, Illinois|72|722|Food services and drinking places|||2017|8||8||9228||1995||427||190||0|0|0|0|0|0
5|17|0|67769||176|16980|16974|0|E600000US1700067769|Sauk Village village, Illinois|72|7225|Restaurants and other eating places|||2017|8||8||9228||1995||427||190||0|0|0|0|0|0
5|17|0|67769||176|16980|16974|0|E600000US1700067769|Sauk Village village, Illinois|72|72251|Restaurants and other eating places|||2017|8||8||9228||1995||427||190||0|0|0|0|0|0
5|17|0|67769||176|16980|16974|0|E600000US1700067769|Sauk Village village, Illinois|72|722513|Limited-service restaurants|||2017|5||5||8275||1760||363||168||0|0|0|0|0|0
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|72|Accommodation and food services|||2017|254||305||627748||181395||42505||8473||0|2|0|1|0|1
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|721|Accommodation|||2017|33||38||171511||41138||8687||1483||0|3|0|1|0|2
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|7211|Traveler accommodation|||2017|33||38||171511||41138||8687||1483||0|3|0|1|0|2
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|72111|Hotels (except casino hotels) and motels|||2017|33||38||171511||41138||8687||1483||0|3|0|1|0|2
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|721110|Hotels (except casino hotels) and motels|||2017|33||38||171511||41138||8687||1483||0|3|0|1|0|2
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722|Food services and drinking places|||2017|221||267||456237||140257||33818||6990||0|2|0|1|0|1
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|7223|Special food services|||2017|10||18||19087||0|D|0|D|0|c|0|0|0|D|0|D
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|72231|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722310|Food service contractors|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|72232|Caterers|||2017|6||6||8986||1700||374||44||0|0|0|0|0|0
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722320|Caterers|||2017|6||6||8986||1700||374||44||0|0|0|0|0|0
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|4||4||7467||0|D|0|D|0|b|0|7|0|D|0|D
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|4||4||7467||0|D|0|D|0|b|0|7|0|D|0|D
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|4||4||7467||0|D|0|D|0|b|0|7|0|D|0|D
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|7225|Restaurants and other eating places|||2017|208||245||429683||134120||32389||6758||0|2|0|1|0|1
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|72251|Restaurants and other eating places|||2017|208||245||429683||134120||32389||6758||0|2|0|1|0|1
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722511|Full-service restaurants|||2017|92||102||298458||100090||24145||4580||0|3|0|1|0|1
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722513|Limited-service restaurants|||2017|91||108||106862||28177||7033||1818||0|1|0|1|0|1
5|17|0|68003||176|16980|16974|0|E600000US1700068003|Schaumburg village, Illinois|72|722515|Snack and nonalcoholic beverage bars|||2017|0|D|0|D|0|D|0|D|0|D|0|e|0|D|0|D|0|D
5|17|0|68640||176|0|0|0|E600000US1700068640|Seneca village, Illinois|72|72|Accommodation and food services|||2017|5||5||2278||248||53||15||0|0|0|0|0|0
5|17|0|68640||176|0|0|0|E600000US1700068640|Seneca village, Illinois|72|722|Food services and drinking places|||2017|5||5||2278||248||53||15||0|0|0|0|0|0
5|17|0|68640||176|0|0|0|E600000US1700068640|Seneca village, Illinois|72|7225|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|68640||176|0|0|0|E600000US1700068640|Seneca village, Illinois|72|72251|Restaurants and other eating places|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|68640||176|0|0|0|E600000US1700068640|Seneca village, Illinois|72|722511|Full-service restaurants|||2017|3||3||599||149||29||7||0|0|0|0|0|0
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|72|Accommodation and food services|||2017|11||11||6338||2119||494||151||0|1|0|0|0|0
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|722|Food services and drinking places|||2017|11||11||6338||2119||494||151||0|1|0|0|0|0
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|7224|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|72241|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|722410|Drinking places (alcoholic beverages)|||2017|0|D|0|D|0|D|0|D|0|D|0|a|0|D|0|D|0|D
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|7225|Restaurants and other eating places|||2017|7||7||5290||1918||448||130||0|1|0|0|0|0
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|72251|Restaurants and other eating places|||2017|7||7||5290||1918||448||130||0|1|0|0|0|0
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|722511|Full-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
5|17|0|72520||176|16980|16974|0|E600000US1700072520|Steger village, Illinois|72|722513|Limited-service restaurants|||2017|0|D|0|D|0|D|0|D|0|D|0|b|0|D|0|D|0|D
